"customerid","country","monetary_value","last_purchase_date","frequency","customer_segment","avg_transaction_value"
"14150","United Kingdom","658.64","2011-11-04 10:05:00","2","medium value","329.32"
"17779","United Kingdom","658.57","2011-11-18 14:15:00","3","medium value","219.52"
"16696","United Kingdom","657.90","2011-07-27 14:23:00","4","medium value","164.48"
"12577","France","657.80","2011-11-04 13:24:00","3","medium value","219.27"
"14818","United Kingdom","657.80","2011-09-27 11:01:00","3","medium value","219.27"
"15648","United Kingdom","657.35","2011-05-19 15:53:00","2","medium value","328.68"
"17459","United Kingdom","657.30","2011-10-27 13:25:00","2","medium value","328.65"
"15677","United Kingdom","657.23","2011-10-21 15:36:00","1","medium value","657.23"
"16157","United Kingdom","656.69","2011-11-24 11:41:00","3","medium value","218.90"
"13049","United Kingdom","656.68","2011-10-06 15:31:00","2","medium value","328.34"
"16708","United Kingdom","656.63","2011-10-25 12:20:00","1","medium value","656.63"
"16127","United Kingdom","656.25","2011-10-31 13:58:00","1","medium value","656.25"
"14894","United Kingdom","655.75","2011-09-15 13:51:00","1","medium value","655.75"
"16444","United Kingdom","654.67","2011-10-24 13:50:00","4","medium value","163.67"
"14651","United Kingdom","654.60","2011-10-03 15:52:00","2","medium value","327.30"
"17398","United Kingdom","653.38","2011-08-17 09:48:00","3","medium value","217.79"
"18151","United Kingdom","653.35","2011-07-28 11:35:00","2","medium value","326.68"
"13496","United Kingdom","653.33","2011-11-29 10:58:00","2","medium value","326.67"
"15205","United Kingdom","653.24","2011-09-15 19:36:00","2","medium value","326.62"
"14044","United Kingdom","652.82","2011-11-13 12:05:00","4","medium value","163.21"
"14548","United Kingdom","652.80","2011-07-12 12:19:00","2","medium value","326.40"
"17523","United Kingdom","652.74","2011-11-28 13:20:00","4","medium value","163.19"
"14034","United Kingdom","651.82","2011-11-17 14:02:00","3","medium value","217.27"
"16734","United Kingdom","650.51","2011-10-18 13:44:00","3","medium value","216.84"
"16469","United Kingdom","650.43","2011-11-16 12:25:00","4","medium value","162.61"
"15571","United Kingdom","650.43","2011-11-28 10:02:00","4","medium value","162.61"
"16969","United Kingdom","650.41","2011-10-31 13:12:00","3","medium value","216.80"
"17373","United Kingdom","646.92","2011-10-30 15:28:00","4","medium value","161.73"
"12589","France","646.68","2011-11-11 10:19:00","2","medium value","323.34"
"15651","United Kingdom","646.30","2011-11-03 08:41:00","3","medium value","215.43"
"17545","United Kingdom","645.96","2011-10-27 14:04:00","3","medium value","215.32"
"14855","United Kingdom","645.65","2011-08-12 14:02:00","2","medium value","322.83"
"12719","France","644.95","2011-12-04 13:45:00","2","medium value","322.48"
"17312","United Kingdom","644.30","2011-07-24 11:52:00","3","medium value","214.77"
"16431","United Kingdom","642.81","2011-05-10 14:09:00","3","medium value","214.27"
"14020","United Kingdom","642.80","2011-11-23 09:22:00","2","medium value","321.40"
"13034","United Kingdom","642.77","2011-10-16 12:21:00","2","medium value","321.39"
"15384","United Kingdom","642.41","2011-06-23 10:57:00","2","medium value","321.21"
"17046","United Kingdom","642.02","2011-07-05 14:24:00","1","medium value","642.02"
"15297","United Kingdom","641.94","2011-11-29 16:32:00","3","medium value","213.98"
"12365","Cyprus","641.38","2011-02-21 14:04:00","2","medium value","320.69"
"12624","France","641.13","2011-08-25 15:04:00","2","medium value","320.57"
"13417","United Kingdom","640.83","2011-12-05 08:49:00","2","medium value","320.42"
"13318","United Kingdom","640.76","2011-12-08 18:51:00","3","medium value","213.59"
"12631","Finland","640.50","2011-10-13 13:53:00","1","medium value","640.50"
"14301","United Kingdom","640.14","2011-08-14 15:33:00","1","medium value","640.14"
"15919","United Kingdom","639.89","2011-11-20 11:28:00","2","medium value","319.95"
"17515","United Kingdom","639.02","2011-11-08 14:04:00","4","medium value","159.76"
"18160","United Kingdom","638.06","2011-10-13 15:50:00","2","medium value","319.03"
"14754","United Kingdom","638.05","2011-10-26 12:01:00","2","medium value","319.03"
"14664","United Kingdom","637.89","2011-11-20 10:59:00","2","medium value","318.95"
"14128","United Kingdom","637.50","2011-10-10 12:00:00","2","medium value","318.75"
"14481","United Kingdom","636.51","2011-06-28 10:38:00","2","medium value","318.26"
"15829","United Kingdom","636.14","2011-09-01 16:45:00","2","medium value","318.07"
"15773","United Kingdom","635.68","2011-12-04 12:48:00","1","medium value","635.68"
"14000","United Kingdom","635.66","2011-05-12 16:50:00","1","medium value","635.66"
"16139","United Kingdom","635.41","2011-11-21 08:37:00","3","medium value","211.80"
"17985","United Kingdom","634.95","2011-11-17 14:24:00","1","medium value","634.95"
"13892","United Kingdom","632.97","2011-11-13 11:50:00","4","medium value","158.24"
"14220","United Kingdom","632.40","2011-04-06 13:23:00","2","medium value","316.20"
"16306","United Kingdom","632.27","2011-05-10 12:12:00","6","medium value","105.38"
"18183","United Kingdom","632.07","2011-04-26 15:26:00","2","medium value","316.04"
"13822","United Kingdom","632.00","2011-12-04 12:13:00","2","medium value","316.00"
"14021","United Kingdom","631.90","2011-07-07 15:46:00","3","medium value","210.63"
"15244","United Kingdom","631.57","2011-10-05 13:19:00","2","medium value","315.79"
"13539","United Kingdom","631.34","2011-09-15 10:18:00","3","medium value","210.45"
"17990","United Kingdom","630.84","2011-04-17 11:44:00","3","medium value","210.28"
"13046","United Kingdom","629.31","2011-11-09 08:36:00","2","medium value","314.66"
"13525","United Kingdom","628.78","2011-11-25 12:01:00","2","medium value","314.39"
"14687","United Kingdom","628.38","2011-08-25 11:59:00","1","medium value","628.38"
"16022","United Kingdom","628.28","2011-03-24 13:16:00","1","medium value","628.28"
"15028","United Kingdom","627.13","2011-12-01 14:06:00","4","medium value","156.78"
"13546","United Kingdom","626.99","2011-11-27 14:50:00","3","medium value","209.00"
"15402","United Kingdom","626.77","2011-07-14 12:17:00","2","medium value","313.39"
"14036","United Kingdom","626.65","2011-02-28 09:26:00","1","medium value","626.65"
"13914","United Kingdom","626.45","2011-11-28 10:35:00","2","medium value","313.23"
"14382","United Kingdom","626.07","2011-11-13 16:18:00","1","medium value","626.07"
"16750","United Kingdom","623.93","2011-10-26 12:48:00","5","medium value","124.79"
"16718","United Kingdom","623.75","2010-12-05 13:03:00","1","medium value","623.75"
"12649","Germany","623.51","2011-08-24 14:41:00","3","medium value","207.84"
"15147","United Kingdom","623.50","2011-04-13 15:57:00","1","medium value","623.50"
"13368","United Kingdom","623.40","2011-03-28 09:59:00","2","medium value","311.70"
"15258","United Kingdom","623.16","2011-06-24 12:30:00","2","medium value","311.58"
"17499","United Kingdom","622.88","2011-02-23 09:14:00","1","medium value","622.88"
"15182","United Kingdom","622.85","2011-07-08 13:37:00","2","medium value","311.43"
"17460","United Kingdom","622.43","2011-09-06 15:04:00","6","medium value","103.74"
"15768","United Kingdom","621.83","2011-08-16 10:48:00","3","medium value","207.28"
"18217","United Kingdom","621.75","2011-11-10 13:18:00","2","medium value","310.88"
"16915","United Kingdom","621.68","2011-11-30 16:39:00","6","medium value","103.61"
"17640","United Kingdom","621.66","2011-09-14 09:13:00","1","medium value","621.66"
"14152","United Kingdom","621.29","2011-09-25 12:54:00","2","medium value","310.65"
"13402","United Kingdom","621.23","2011-08-04 15:51:00","2","medium value","310.62"
"16141","United Kingdom","620.40","2011-09-12 13:11:00","1","medium value","620.40"
"12667","Finland","620.13","2011-10-12 17:00:00","1","medium value","620.13"
"14529","United Kingdom","620.04","2011-10-10 15:27:00","3","medium value","206.68"
"13493","Switzerland","618.63","2011-03-09 15:35:00","2","medium value","309.32"
"16613","United Kingdom","618.59","2011-09-30 15:52:00","1","medium value","618.59"
"13145","United Kingdom","618.52","2011-10-31 12:45:00","4","medium value","154.63"
"12596","Spain","618.27","2011-10-19 13:02:00","2","medium value","309.14"
"13301","United Kingdom","618.09","2011-08-28 11:25:00","4","medium value","154.52"
"16134","United Kingdom","618.09","2011-11-18 10:05:00","2","medium value","309.05"
"14593","United Kingdom","617.99","2011-11-18 12:48:00","3","medium value","206.00"
"14377","United Kingdom","617.05","2011-06-01 13:32:00","2","medium value","308.53"
"16442","United Kingdom","616.79","2011-12-08 11:43:00","3","medium value","205.60"
"16311","United Kingdom","616.26","2011-11-22 08:54:00","2","medium value","308.13"
"14905","United Kingdom","616.15","2011-07-05 12:41:00","2","medium value","308.08"
"16005","United Kingdom","615.39","2011-11-27 13:47:00","4","medium value","153.85"
"15275","United Kingdom","615.14","2011-11-02 11:20:00","1","medium value","615.14"
"16566","United Kingdom","614.66","2011-11-24 16:34:00","5","medium value","122.93"
"16116","United Kingdom","612.78","2011-05-12 12:01:00","1","medium value","612.78"
"12513","France","612.29","2011-08-19 10:51:00","1","medium value","612.29"
"18149","United Kingdom","612.08","2011-10-20 12:04:00","3","medium value","204.03"
"15232","United Kingdom","612.06","2011-08-18 16:27:00","2","medium value","306.03"
"15645","United Kingdom","612.01","2011-11-21 11:55:00","1","medium value","612.01"
"16109","United Kingdom","611.88","2011-05-05 09:17:00","2","medium value","305.94"
"16763","United Kingdom","611.85","2011-05-25 11:52:00","1","medium value","611.85"
"13731","United Kingdom","610.59","2011-05-04 14:33:00","2","medium value","305.30"
"12673","Germany","610.52","2011-12-04 13:55:00","2","medium value","305.26"
"15795","United Kingdom","610.01","2011-07-13 10:43:00","1","medium value","610.01"
"13357","United Kingdom","609.95","2011-03-27 13:56:00","1","medium value","609.95"
"14636","United Kingdom","609.85","2011-11-03 16:12:00","2","medium value","304.93"
"13933","United Kingdom","608.79","2011-08-22 14:03:00","2","medium value","304.40"
"12933","United Kingdom","607.53","2011-11-15 16:38:00","3","medium value","202.51"
"15573","United Kingdom","607.45","2011-11-08 11:38:00","2","medium value","303.73"
"17119","United Kingdom","606.91","2011-12-06 14:40:00","2","medium value","303.46"
"14710","United Kingdom","606.13","2011-11-25 14:53:00","4","medium value","151.53"
"17849","United Kingdom","605.80","2011-05-05 13:46:00","4","medium value","151.45"
"14133","United Kingdom","605.64","2011-08-02 11:34:00","3","medium value","201.88"
"13888","United Kingdom","605.63","2011-08-12 10:13:00","2","medium value","302.82"
"17507","United Kingdom","605.58","2011-03-23 11:48:00","2","medium value","302.79"
"13233","United Kingdom","605.12","2011-09-26 13:25:00","2","medium value","302.56"
"13558","United Kingdom","605.06","2011-12-04 11:24:00","4","medium value","151.27"
"14323","United Kingdom","605.06","2011-08-17 11:37:00","2","medium value","302.53"
"14675","United Kingdom","604.75","2011-11-23 12:58:00","1","medium value","604.75"
"17664","United Kingdom","604.64","2011-11-21 11:29:00","2","medium value","302.32"
"12944","United Kingdom","604.51","2011-11-04 11:04:00","2","medium value","302.26"
"16732","United Kingdom","603.75","2011-11-08 09:54:00","1","medium value","603.75"
"12556","Spain","603.71","2011-10-20 13:06:00","2","medium value","301.86"
"12707","France","603.42","2011-02-21 08:38:00","1","medium value","603.42"
"17259","United Kingdom","603.37","2011-07-14 15:01:00","2","medium value","301.69"
"15366","United Kingdom","602.51","2011-09-25 15:01:00","2","medium value","301.26"
"17890","United Kingdom","602.09","2011-01-21 11:19:00","2","medium value","301.05"
"12654","Germany","601.98","2011-11-29 10:10:00","5","medium value","120.40"
"14609","United Kingdom","601.56","2011-09-28 12:54:00","4","medium value","150.39"
"16654","United Kingdom","601.27","2011-07-21 15:23:00","4","medium value","150.32"
"12420","Cyprus","600.39","2011-10-07 08:55:00","1","medium value","600.39"
"13243","United Kingdom","600.07","2011-05-20 13:14:00","1","medium value","600.07"
"18211","United Kingdom","600.07","2011-11-14 08:10:00","5","medium value","120.01"
"12872","United Kingdom","599.97","2011-01-17 10:52:00","2","medium value","299.99"
"12521","Germany","599.68","2011-07-20 10:51:00","1","medium value","599.68"
"14965","United Kingdom","599.00","2011-09-04 13:20:00","2","medium value","299.50"
"17420","United Kingdom","598.83","2011-10-20 14:52:00","3","medium value","199.61"
"14467","United Kingdom","598.76","2011-11-22 12:48:00","4","medium value","149.69"
"15720","United Kingdom","598.73","2011-11-15 14:48:00","1","medium value","598.73"
"13311","United Kingdom","598.57","2011-12-05 12:55:00","2","medium value","299.29"
"13959","United Kingdom","598.20","2011-09-21 15:06:00","3","medium value","199.40"
"16298","United Kingdom","598.20","2011-11-17 11:59:00","3","medium value","199.40"
"14108","United Kingdom","597.91","2011-11-09 10:41:00","2","medium value","298.96"
"17864","United Kingdom","597.50","2011-11-27 11:15:00","3","medium value","199.17"
"16788","United Kingdom","597.48","2011-08-08 14:53:00","2","medium value","298.74"
"14645","United Kingdom","597.09","2011-07-06 09:15:00","2","medium value","298.55"
"15381","United Kingdom","596.85","2011-05-10 11:55:00","2","medium value","298.43"
"18246","United Kingdom","596.10","2011-11-16 11:49:00","2","medium value","298.05"
"17658","United Kingdom","595.42","2011-11-14 12:07:00","2","medium value","297.71"
"14284","United Kingdom","595.25","2011-11-09 08:11:00","2","medium value","297.63"
"16325","United Kingdom","594.24","2011-10-24 08:48:00","3","medium value","198.08"
"12917","United Kingdom","594.00","2011-08-03 16:42:00","1","medium value","594.00"
"15442","United Kingdom","594.00","2011-04-05 12:24:00","1","medium value","594.00"
"16535","United Kingdom","593.75","2011-12-04 15:18:00","1","medium value","593.75"
"18232","United Kingdom","592.97","2011-09-19 11:49:00","4","medium value","148.24"
"16203","United Kingdom","592.90","2011-10-12 12:31:00","4","medium value","148.23"
"14692","United Kingdom","591.55","2011-07-25 15:08:00","4","medium value","147.89"
"13276","United Kingdom","590.93","2011-10-07 12:44:00","2","medium value","295.47"
"13270","United Kingdom","590.00","2010-12-08 14:53:00","1","medium value","590.00"
"13452","United Kingdom","590.00","2011-03-25 14:19:00","2","medium value","295.00"
"14882","United Kingdom","589.70","2011-11-13 12:47:00","2","medium value","294.85"
"18123","United Kingdom","589.44","2011-11-15 14:23:00","2","medium value","294.72"
"16723","United Kingdom","589.15","2011-09-09 13:01:00","2","medium value","294.58"
"16838","United Kingdom","588.85","2011-05-26 13:13:00","2","medium value","294.43"
"14338","United Kingdom","588.22","2011-07-01 14:08:00","2","medium value","294.11"
